Date,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,game_type,winner,loser,venueLoc,homescore,homegoalsallowed,homeemptynetgoalsallowed,homeadjustedgoalsallowed,homeshotsonGoal,awayscorelist,awaygoalsallowed,awayemptynetgoalsallowed,awayadjustedgoalsallowed,awayshotsonGoal,hockeySeason,TotalAdjusted_Goals,TotalShotson_Goal,homeshareShotsonGoal,awayshareShotsonGoal,shotsonGoalDifference,GF,GA,SOG,SOGA,Team,Wins,Losses,Ties,Total,Season Game,Season Wins,Winning %,Season GF,Season SOG,Season GA,Season SOGA,Season GD,Season SOGD,Goals Per Game (mean),SOG per Game (mean),SOGA per Game (mean),Total Goals Per Game (mean),Expected Winning %,Error,Expected Winning GF/GA
10/22/2016,19:07,21:37,150,958,AKF,MNS,home/away,AKF,MNS,Alaska,4,2,0,2,22,2,4,1,3,27,2016-2017 Season,5,49,0.448979592,0.551020408,-5,3,2,22,27,AKF,1,0,0,1,7,3,0.428571429,17,168,21,189,-4,-21,2.428571429,24,27,5.428571429,0.394736842,0.033834586,0.395890411
10/28/2016,19:37,22:00,143,2446,LSS,AKF,home/away,LSS,AKF,Lake Superior State,3,2,0,2,27,2,3,0,3,21,2016-2017 Season,5,48,0.5625,0.4375,6,2,3,21,27,AKF,0,1,0,1,8,3,0.375,19,189,24,216,-5,-27,2.375,23.625,27,5.375,0.38372093,-0.00872093,0.385272145
10/29/2016,19:07,22:00,173,3138,LSS,AKF,home/away,AKF,LSS,Lake Superior State,3,4,0,4,41,4,3,0,3,26,2016-2017 Season,7,67,0.611940299,0.388059701,15,4,3,26,41,AKF,1,0,0,1,9,4,0.444444444,23,215,27,257,-4,-42,2.555555556,23.88888889,28.55555556,5.555555556,0.42,0.024444444,0.420508744
11/4/2016,19:07,21:25,138,2155,AKF,BMJ,home/away,BMJ,AKF,Alaska,2,6,0,6,18,6,2,0,2,32,2016-2017 Season,8,50,0.36,0.64,-14,2,6,18,32,AKF,0,1,0,1,10,4,0.4,25,233,33,289,-8,-56,2.5,23.3,28.9,5.8,0.362068966,0.037931034,0.364644107
11/5/2016,19:07,21:19,132,2530,AKF,BMJ,home/away,BMJ,AKF,Alaska,1,3,0,3,22,3,1,0,1,23,2016-2017 Season,4,45,0.488888889,0.511111111,-1,1,3,22,23,AKF,0,1,0,1,11,4,0.363636364,26,255,36,312,-10,-57,2.363636364,23.18181818,28.36363636,5.636363636,0.338709677,0.024926686,0.342799189
11/11/2016,19:07,21:36,149,1921,ALH,AKF,home/away,Tie,Tie,Alabama Huntsville,3,3,0,3,23,3,3,0,3,34,2016-2017 Season,6,57,0.403508772,0.596491228,-11,3,3,34,23,AKF,0,0,1,1,12,4,0.333333333,29,289,39,335,-10,-46,2.416666667,24.08333333,27.91666667,5.666666667,0.352941176,-0.019607843,0.356054191
11/12/2016,19:07,21:28,141,2103,ALH,AKF,home/away,AKF,ALH,Alabama Huntsville,1,3,1,2,27,3,1,0,1,26,2016-2017 Season,3,53,0.509433962,0.490566038,1,2,1,26,27,AKF,1,0,0,1,13,5,0.384615385,31,315,40,362,-9,-47,2.384615385,24.23076923,27.84615385,5.461538462,0.373239437,0.011375948,0.375244045
11/25/2016,19:07,21:32,145,1966,AKF,MTU,home/away,MTU,AKF,Alaska,1,4,1,3,23,4,1,0,1,31,2016-2017 Season,4,54,0.425925926,0.574074074,-8,1,3,23,31,AKF,0,1,0,1,14,5,0.357142857,32,338,43,393,-11,-55,2.285714286,24.14285714,28.07142857,5.357142857,0.353333333,0.003809524,0.356421859
11/26/2016,19:07,21:32,145,2027,AKF,MTU,home/away,MTU,AKF,Alaska,1,2,0,2,27,2,1,0,1,30,2016-2017 Season,3,57,0.473684211,0.526315789,-3,1,2,27,30,AKF,0,1,0,1,15,5,0.333333333,33,365,45,423,-12,-58,2.2,24.33333333,28.2,5.2,0.346153846,-0.012820513,0.349710983
12/2/2016,19:07,21:42,155,3675,MNS,AKF,home/away,MNS,AKF,Minnesota State,7,3,0,3,41,3,7,0,7,26,2016-2017 Season,10,67,0.611940299,0.388059701,15,3,7,26,41,AKF,0,1,0,1,16,5,0.3125,36,391,52,464,-16,-73,2.25,24.4375,29,5.5,0.318181818,-0.005681818,0.324
12/3/2016,19:07,22:05,178,3932,MNS,AKF,home/away,Tie,Tie,Minnesota State,5,5,0,5,53,5,5,0,5,24,2016-2017 Season,10,77,0.688311688,0.311688312,29,5,5,24,53,AKF,0,0,1,1,17,5,0.294117647,41,415,57,517,-16,-102,2.411764706,24.41176471,30.41176471,5.764705882,0.336734694,-0.042617047,0.340973631
12/9/2016,19:07,21:31,144,2060,AKF,AKA,home/away,AKA,AKF,Alaska,2,3,0,3,32,3,2,0,2,23,2016-2017 Season,5,55,0.581818182,0.418181818,9,2,3,32,23,AKF,0,1,0,1,18,5,0.277777778,43,447,60,540,-17,-93,2.388888889,24.83333333,30,5.722222222,0.334951456,-0.057173679,0.339328317
12/10/2016,19:07,21:42,155,2416,AKF,AKA,home/away,AKF,AKA,Alaska,3,1,0,1,30,1,3,0,3,27,2016-2017 Season,4,57,0.526315789,0.473684211,3,3,1,30,27,AKF,1,0,0,1,19,6,0.315789474,46,477,61,567,-15,-90,2.421052632,25.10526316,29.84210526,5.631578947,0.359813084,-0.04402361,0.362514991
12/16/2016,19:07,21:22,135,1903,AKF,BGS,home/away,AKF,BGS,Alaska,3,2,0,2,28,2,3,0,3,23,2016-2017 Season,5,51,0.549019608,0.450980392,5,3,2,28,23,AKF,1,0,0,1,20,7,0.35,49,505,63,590,-14,-85,2.45,25.25,29.5,5.6,0.375,-0.025,0.376923077
12/17/2016,19:07,21:16,129,1976,AKF,BGS,home/away,BGS,AKF,Alaska,3,6,0,6,18,6,3,0,3,39,2016-2017 Season,9,57,0.315789474,0.684210526,-21,3,6,18,39,AKF,0,1,0,1,21,7,0.333333333,52,523,69,629,-17,-106,2.476190476,24.9047619,29.95238095,5.761904762,0.359504132,-0.026170799,0.362223711
12/31/2016,16:05,18:16,131,4149,NDM,AKF,home/away,NDM,AKF,Notre Dame,5,0,0,0,38,0,5,0,5,34,2016-2017 Season,5,72,0.527777778,0.472222222,4,0,5,34,38,AKF,0,1,0,1,22,7,0.318181818,52,557,74,667,-22,-110,2.363636364,25.31818182,30.31818182,5.727272727,0.325396825,-0.007215007,0.330562347
1/1/2017,14:05,16:10,125,4023,NDM,AKF,home/away,NDM,AKF,Notre Dame,4,0,0,0,36,0,4,0,4,21,2016-2017 Season,4,57,0.631578947,0.368421053,15,0,4,21,36,AKF,0,1,0,1,23,7,0.304347826,52,578,78,703,-26,-125,2.260869565,25.13043478,30.56521739,5.652173913,0.3,0.004347826,0.307692308
1/13/2017,19:07,21:57,170,1782,FSU,AKF,home/away,Tie,Tie,Ferris State,3,3,0,3,39,3,3,0,3,50,2016-2017 Season,6,89,0.438202247,0.561797753,-11,3,3,50,39,AKF,0,0,1,1,24,7,0.291666667,55,628,81,742,-26,-114,2.291666667,26.16666667,30.91666667,5.666666667,0.308823529,-0.017156863,0.315564365
1/14/2017,19:07,21:31,144,2039,FSU,AKF,home/away,AKF,FSU,Ferris State,1,2,0,2,46,2,1,0,1,28,2016-2017 Season,3,74,0.621621622,0.378378378,18,2,1,28,46,AKF,1,0,0,1,25,8,0.32,57,656,82,788,-25,-132,2.28,26.24,31.52,5.56,0.320143885,-0.000143885,0.325779605
1/20/2017,19:07,21:35,148,2713,BGS,AKF,home/away,AKF,BGS,Bowling Green,2,3,0,3,30,3,2,0,2,24,2016-2017 Season,5,54,0.555555556,0.444444444,6,3,2,24,30,AKF,1,0,0,1,26,9,0.346153846,60,680,84,818,-24,-138,2.307692308,26.15384615,31.46153846,5.538461538,0.333333333,0.012820513,0.337837838
1/21/2017,19:07,22:01,174,2921,BGS,AKF,home/away,BGS,AKF,Bowling Green,2,1,0,1,31,1,2,0,2,20,2016-2017 Season,3,51,0.607843137,0.392156863,11,1,2,20,31,AKF,0,1,0,1,27,9,0.333333333,61,700,86,849,-25,-149,2.259259259,25.92592593,31.44444444,5.444444444,0.329931973,0.003401361,0.334712602
2/3/2017,19:07,21:26,139,2187,AKF,ALH,home/away,AKF,ALH,Alaska,3,0,0,0,34,0,3,0,3,31,2016-2017 Season,3,65,0.523076923,0.476923077,3,3,0,34,31,AKF,1,0,0,1,28,10,0.357142857,64,734,86,880,-22,-146,2.285714286,26.21428571,31.42857143,5.357142857,0.353333333,0.003809524,0.356421859
2/4/2017,19:07,21:27,140,2234,AKF,ALH,home/away,ALH,AKF,Alaska,1,4,1,3,31,4,1,0,1,24,2016-2017 Season,4,55,0.563636364,0.436363636,7,1,3,31,24,AKF,0,1,0,1,29,10,0.344827586,65,765,89,904,-24,-139,2.24137931,26.37931034,31.17241379,5.310344828,0.344155844,0.000671742,0.347851144
2/10/2017,19:07,21:17,130,1705,NMU,AKF,home/away,NMU,AKF,Northern Michigan,3,0,0,0,29,0,3,0,3,39,2016-2017 Season,3,68,0.426470588,0.573529412,-10,0,3,39,29,AKF,0,1,0,1,30,10,0.333333333,65,804,92,933,-27,-129,2.166666667,26.8,31.1,5.233333333,0.328025478,0.005307856,0.332965561
2/11/2017,19:07,21:30,143,1775,NMU,AKF,home/away,NMU,AKF,Northern Michigan,2,0,0,0,24,0,2,0,2,48,2016-2017 Season,2,72,0.333333333,0.666666667,-24,0,2,48,24,AKF,0,1,0,1,31,10,0.322580645,65,852,94,957,-29,-105,2.096774194,27.48387097,30.87096774,5.129032258,0.317610063,0.004970582,0.323482122
2/17/2017,19:07,21:30,143,1902,AKF,LSS,home/away,AKF,LSS,Alaska,4,2,0,2,34,2,4,0,4,23,2016-2017 Season,6,57,0.596491228,0.403508772,11,4,2,34,23,AKF,1,0,0,1,32,11,0.34375,69,886,96,980,-27,-94,2.15625,27.6875,30.625,5.15625,0.336363636,0.007386364,0.340631037
2/18/2017,19:07,21:40,153,2693,AKF,LSS,home/away,Tie,Tie,Alaska,3,3,0,3,27,3,3,0,3,42,2016-2017 Season,6,69,0.391304348,0.608695652,-15,3,3,27,42,AKF,0,0,1,1,33,11,0.333333333,72,913,99,1022,-27,-109,2.181818182,27.66666667,30.96969697,5.181818182,0.342105263,-0.00877193,0.345945946
2/24/2017,19:07,21:30,143,2736,AKA,AKF,home/away,AKF,AKA,Alaska Anchorage,3,4,0,4,20,4,3,0,3,24,2016-2017 Season,7,44,0.454545455,0.545454545,-4,4,3,24,20,AKF,1,0,0,1,34,12,0.352941176,76,937,102,1042,-26,-105,2.235294118,27.55882353,30.64705882,5.235294118,0.353932584,-0.000991408,0.356983931
2/25/2017,19:07,21:43,156,3055,AKA,AKF,home/away,AKF,AKA,Alaska Anchorage,1,2,1,1,19,2,1,0,1,34,2016-2017 Season,2,53,0.358490566,0.641509434,-15,1,1,34,19,AKF,1,0,0,1,35,13,0.371428571,77,971,103,1061,-26,-90,2.2,27.74285714,30.31428571,5.142857143,0.355555556,0.015873016,0.358507679
3/3/2017,19:07,21:25,138,2887,MNS,AKF,home/away,MNS,AKF,Minnesota State,3,0,0,0,33,0,3,0,3,23,2016-2017 Season,3,56,0.589285714,0.410714286,10,0,3,23,33,AKF,0,1,0,1,36,13,0.361111111,77,994,106,1094,-29,-100,2.138888889,27.61111111,30.38888889,5.083333333,0.341530055,0.019581056,0.345412176
3/4/2017,19:07,21:27,140,2984,MNS,AKF,home/away,MNS,AKF,Minnesota State,4,1,0,1,37,1,4,1,3,30,2016-2017 Season,4,67,0.552238806,0.447761194,7,1,3,30,37,AKF,0,1,0,1,37,13,0.351351351,78,1024,109,1131,-31,-107,2.108108108,27.67567568,30.56756757,5.054054054,0.334224599,0.017126752,0.338658503
9/29/2017,19:07,21:27,140,1023,AKF,SFR,home/away,AKF,SFR,Alaska,6,0,0,0,53,0,6,0,6,20,2017-2018 Season,6,73,0.726027397,0.273972603,33,6,0,53,20,AKF,1,0,0,1,1,1,1,6,53,0,20,6,33,6,53,20,6,1.5,-0.5,1
10/6/2017,19:07,21:37,150,2195,AKF,AFA,home/away,AFA,AKF,Alaska,2,3,0,3,34,3,2,0,2,26,2017-2018 Season,5,60,0.566666667,0.433333333,8,2,3,34,26,AKF,0,1,0,1,2,1,0.5,8,87,3,46,5,41,4,43.5,23,5.5,0.954545455,-0.454545455,0.876712329
10/7/2017,19:07,21:53,166,2649,AKF,AFA,home/away,Tie,Tie,Alaska,1,1,0,1,26,1,1,0,1,25,2017-2018 Season,2,51,0.509803922,0.490196078,1,1,1,26,25,AKF,0,0,1,1,3,1,0.333333333,9,113,4,71,5,42,3,37.66666667,23.66666667,4.333333333,0.884615385,-0.551282051,0.835051546
10/13/2017,19:37,22:00,143,3628,STC,AKF,home/away,STC,AKF,St. Cloud State,6,3,0,3,42,3,6,1,5,25,2017-2018 Season,8,67,0.626865672,0.373134328,17,3,5,25,42,AKF,0,1,0,1,4,1,0.25,12,138,9,113,3,25,3,34.5,28.25,5.25,0.642857143,-0.392857143,0.64
10/14/2017,19:07,21:35,148,4048,STC,AKF,home/away,STC,AKF,St. Cloud State,5,4,0,4,34,4,5,0,5,26,2017-2018 Season,9,60,0.566666667,0.433333333,8,4,5,26,34,AKF,0,1,0,1,5,1,0.2,16,164,14,147,2,17,3.2,32.8,29.4,6,0.566666667,-0.366666667,0.566371681
10/20/2017,19:07,21:27,140,2846,AKA,AKF,home/away,AKF,AKA,Alaska Anchorage,2,6,0,6,24,6,2,0,2,24,2017-2018 Season,8,48,0.5,0.5,0,6,2,24,24,AKF,1,0,0,1,6,2,0.333333333,22,188,16,171,6,17,3.666666667,31.33333333,28.5,6.333333333,0.657894737,-0.324561404,0.654054054
10/21/2017,19:07,21:22,135,3128,AKF,AKA,home/away,AKF,AKA,Alaska,3,2,0,2,37,2,3,0,3,17,2017-2018 Season,5,54,0.685185185,0.314814815,20,3,2,37,17,AKF,1,0,0,1,7,3,0.428571429,25,225,18,188,7,37,3.571428571,32.14285714,26.85714286,6.142857143,0.662790698,-0.234219269,0.658587987
10/27/2017,19:37,21:57,140,1910,BGS,AKF,home/away,BGS,AKF,Bowling Green,2,1,0,1,27,1,2,0,2,26,2017-2018 Season,3,53,0.509433962,0.490566038,1,1,2,26,27,AKF,0,1,0,1,8,3,0.375,26,251,20,215,6,36,3.25,31.375,26.875,5.75,0.630434783,-0.255434783,0.628252788
10/28/2017,19:07,21:44,157,1922,BGS,AKF,home/away,Tie,Tie,Bowling Green,2,2,0,2,36,2,2,0,2,30,2017-2018 Season,4,66,0.545454545,0.454545455,6,2,2,30,36,AKF,0,0,1,1,9,3,0.333333333,28,281,22,251,6,30,3.111111111,31.22222222,27.88888889,5.555555556,0.62,-0.286666667,0.61829653
11/3/2017,19:07,21:21,134,2860,AKF,BMJ,home/away,AKF,BMJ,Alaska,4,3,0,3,27,3,4,0,4,31,2017-2018 Season,7,58,0.465517241,0.534482759,-4,4,3,27,31,AKF,1,0,0,1,10,4,0.4,32,308,25,282,7,26,3.2,30.8,28.2,5.7,0.622807018,-0.222807018,0.620982414
11/4/2017,19:00,21:30,150,2134,AKF,BMJ,home/away,BMJ,AKF,Alaska,2,3,0,3,24,3,2,0,2,28,2017-2018 Season,5,52,0.461538462,0.538461538,-4,2,3,24,28,AKF,0,1,0,1,11,4,0.363636364,34,332,28,310,6,22,3.090909091,30.18181818,28.18181818,5.636363636,0.596774194,-0.23313783,0.595876289
11/10/2017,19:07,21:18,131,1548,FSU,AKF,home/away,FSU,AKF,Ferris State,3,1,0,1,36,1,3,1,2,23,2017-2018 Season,3,59,0.610169492,0.389830508,13,1,2,23,36,AKF,0,1,0,1,12,4,0.333333333,35,355,30,346,5,9,2.916666667,29.58333333,28.83333333,5.416666667,0.576923077,-0.243589744,0.576470588
11/11/2017,19:07,21:31,144,1797,FSU,AKF,home/away,FSU,AKF,Ferris State,5,3,0,3,32,3,5,1,4,34,2017-2018 Season,7,66,0.484848485,0.515151515,-2,3,4,34,32,AKF,0,1,0,1,13,4,0.307692308,38,389,34,378,4,11,2.923076923,29.92307692,29.07692308,5.538461538,0.555555556,-0.247863248,0.555384615
11/17/2017,19:07,21:34,147,2133,AKF,NMU,home/away,NMU,AKF,Alaska,3,5,0,5,35,5,3,0,3,31,2017-2018 Season,8,66,0.53030303,0.46969697,4,3,5,35,31,AKF,0,1,0,1,14,4,0.285714286,41,424,39,409,2,15,2.928571429,30.28571429,29.21428571,5.714285714,0.525,-0.239285714,0.524984385
11/18/2017,19:07,21:37,150,2336,AKF,NMU,home/away,AKF,NMU,Alaska,4,1,0,1,27,1,4,2,2,21,2017-2018 Season,3,48,0.5625,0.4375,6,2,1,27,21,AKF,1,0,0,1,15,5,0.333333333,43,451,40,430,3,21,2.866666667,30.06666667,28.66666667,5.533333333,0.536144578,-0.202811245,0.53609742
11/24/2017,19:07,21:47,160,1866,AKF,MTU,home/away,MTU,AKF,Alaska,4,5,0,5,43,5,4,0,4,31,2017-2018 Season,9,74,0.581081081,0.418918919,12,4,5,43,31,AKF,0,1,0,1,16,5,0.3125,47,494,45,461,2,33,2.9375,30.875,28.8125,5.75,0.52173913,-0.20923913,0.521728862
11/25/2017,19:07,21:33,146,2251,AKF,MTU,home/away,MTU,AKF,Alaska,1,5,0,5,35,5,1,0,1,34,2017-2018 Season,6,69,0.507246377,0.492753623,1,1,5,35,34,AKF,0,1,0,1,17,5,0.294117647,48,529,50,495,-2,34,2.823529412,31.11764706,29.11764706,5.764705882,0.479591837,-0.18547419,0.479600333
12/1/2017,19:07,21:27,140,1556,LSS,AKF,home/away,AKF,LSS,Lake Superior State,3,5,0,5,26,5,3,0,3,23,2017-2018 Season,8,49,0.530612245,0.469387755,3,5,3,23,26,AKF,1,0,0,1,18,6,0.333333333,53,552,53,521,0,31,2.944444444,30.66666667,28.94444444,5.888888889,0.5,-0.166666667,0.5
12/2/2017,19:07,21:27,140,1526,LSS,AKF,home/away,LSS,AKF,Lake Superior State,4,1,0,1,31,1,4,1,3,20,2017-2018 Season,4,51,0.607843137,0.392156863,11,1,3,20,31,AKF,0,1,0,1,19,6,0.315789474,54,572,56,552,-2,20,2.842105263,30.10526316,29.05263158,5.789473684,0.481818182,-0.166028708,0.48182419
12/8/2017,19:11,21:23,132,2298,AKA,AKF,home/away,AKF,AKA,Alaska Anchorage,2,7,0,7,24,7,2,0,2,29,2017-2018 Season,9,53,0.452830189,0.547169811,-5,7,2,29,24,AKF,1,0,0,1,20,7,0.35,61,601,58,576,3,25,3.05,30.05,28.8,5.95,0.525210084,-0.175210084,0.525194072
12/9/2017,19:10,21:23,133,2264,AKA,AKF,home/away,AKF,AKA,Alaska Anchorage,2,3,0,3,21,3,2,0,2,32,2017-2018 Season,5,53,0.396226415,0.603773585,-11,3,2,32,21,AKF,1,0,0,1,21,8,0.380952381,64,633,60,597,4,36,3.047619048,30.14285714,28.42857143,5.904761905,0.532258065,-0.151305684,0.532224532
1/5/2018,19:07,21:22,135,2478,AKF,ALH,home/away,AKF,ALH,Alaska,3,2,0,2,24,2,3,0,3,26,2017-2018 Season,5,50,0.48,0.52,-2,3,2,24,26,AKF,1,0,0,1,22,9,0.409090909,67,657,62,623,5,34,3.045454545,29.86363636,28.31818182,5.863636364,0.53875969,-0.129668781,0.538701548
1/6/2018,19:07,21:37,150,2694,AKF,ALH,home/away,ALH,AKF,Alaska,1,3,1,2,36,3,1,0,1,29,2017-2018 Season,3,65,0.553846154,0.446153846,7,1,2,36,29,AKF,0,1,0,1,23,9,0.391304348,68,693,64,652,4,41,2.956521739,30.13043478,28.34782609,5.739130435,0.53030303,-0.138998682,0.530275229
1/12/2018,19:07,21:27,140,1988,AKF,MNS,home/away,AKF,MNS,Alaska,5,0,0,0,26,0,5,0,5,26,2017-2018 Season,5,52,0.5,0.5,0,5,0,26,26,AKF,1,0,0,1,24,10,0.416666667,73,719,64,678,9,41,3.041666667,29.95833333,28.25,5.708333333,0.565693431,-0.149026764,0.565411141
1/13/2018,19:07,21:37,150,2319,AKF,MNS,home/away,MNS,AKF,Alaska,1,5,0,5,17,5,1,0,1,36,2017-2018 Season,6,53,0.320754717,0.679245283,-19,1,5,17,36,AKF,0,1,0,1,25,10,0.4,74,736,69,714,5,22,2.96,29.44,28.56,5.72,0.534965035,-0.134965035,0.534922341
1/19/2018,19:07,21:33,146,3781,MTU,AKF,home/away,MTU,AKF,Michigan Tech,5,2,0,2,42,2,5,0,5,31,2017-2018 Season,7,73,0.575342466,0.424657534,11,2,5,31,42,AKF,0,1,0,1,26,10,0.384615385,76,767,74,756,2,11,2.923076923,29.5,29.07692308,5.769230769,0.513333333,-0.128717949,0.513330963
1/20/2018,19:07,21:27,140,3365,MTU,AKF,home/away,MTU,AKF,Michigan Tech,4,3,0,3,24,3,4,0,4,21,2017-2018 Season,7,45,0.533333333,0.466666667,3,3,4,21,24,AKF,0,1,0,1,27,10,0.37037037,79,788,78,780,1,8,2.925925926,29.18518519,28.88888889,5.814814815,0.506369427,-0.135999056,0.506369168
2/2/2018,19:07,21:17,130,2232,AKF,FSU,home/away,AKF,FSU,Alaska,4,2,0,2,28,2,4,0,4,25,2017-2018 Season,6,53,0.528301887,0.471698113,3,4,2,28,25,AKF,1,0,0,1,28,11,0.392857143,83,816,80,805,3,11,2.964285714,29.14285714,28.75,5.821428571,0.518404908,-0.125547765,0.518398676
2/3/2018,19:07,21:21,134,2472,AKF,FSU,home/away,AKF,FSU,Alaska,4,1,0,1,32,1,4,1,3,19,2017-2018 Season,4,51,0.62745098,0.37254902,13,3,1,32,19,AKF,1,0,0,1,29,12,0.413793103,86,848,81,824,5,24,2.965517241,29.24137931,28.4137931,5.75862069,0.52994012,-0.116147016,0.529913305
2/9/2018,19:00,21:15,135,1982,NMU,AKF,home/away,NMU,AKF,Northern Michigan,2,1,0,1,24,1,2,0,2,18,2017-2018 Season,3,42,0.571428571,0.428571429,6,1,2,18,24,AKF,0,1,0,1,30,12,0.4,87,866,83,848,4,18,2.9,28.86666667,28.26666667,5.666666667,0.523529412,-0.123529412,0.523516392
2/10/2018,19:00,21:25,145,2598,NMU,AKF,home/away,NMU,AKF,Northern Michigan,4,1,0,1,20,1,4,1,3,20,2017-2018 Season,4,40,0.5,0.5,0,1,3,20,20,AKF,0,1,0,1,31,12,0.387096774,88,886,86,868,2,18,2.838709677,28.58064516,28,5.612903226,0.511494253,-0.124397479,0.511492734
2/15/2018,19:07,21:40,153,2303,BMJ,AKF,home/away,Tie,Tie,Bemidji State,2,2,0,2,25,2,2,0,2,21,2017-2018 Season,4,46,0.543478261,0.456521739,4,2,2,21,25,AKF,0,0,1,1,32,12,0.375,90,907,88,893,2,14,2.8125,28.34375,27.90625,5.5625,0.511235955,-0.136235955,0.511234537
2/16/2018,19:07,21:18,131,3098,BMJ,AKF,home/away,BMJ,AKF,Bemidji State,2,1,0,1,27,1,2,0,2,25,2017-2018 Season,3,52,0.519230769,0.480769231,2,1,2,25,27,AKF,0,1,0,1,33,12,0.363636364,91,932,90,920,1,12,2.757575758,28.24242424,27.87878788,5.484848485,0.505524862,-0.141888498,0.505524693
2/23/2018,19:07,21:35,148,2696,AKF,AKA,home/away,AKA,AKF,Alaska,3,5,0,5,38,5,3,0,3,27,2017-2018 Season,8,65,0.584615385,0.415384615,11,3,5,38,27,AKF,0,1,0,1,34,12,0.352941176,94,970,95,947,-1,23,2.764705882,28.52941176,27.85294118,5.558823529,0.494708995,-0.141767818,0.494709143
2/24/2018,19:07,21:37,150,2876,AKF,AKA,home/away,AKA,AKF,Alaska,2,3,0,3,43,3,2,0,2,26,2017-2018 Season,5,69,0.623188406,0.376811594,17,2,3,43,26,AKF,0,1,0,1,35,12,0.342857143,96,1013,98,973,-2,40,2.742857143,28.94285714,27.8,5.542857143,0.489690722,-0.146833579,0.489691817
3/2/2018,19:07,21:27,140,2941,MNS,AKF,home/away,MNS,AKF,Minnesota State,8,2,0,2,39,2,8,0,8,21,2017-2018 Season,10,60,0.65,0.35,18,2,8,21,39,AKF,0,1,0,1,36,12,0.333333333,98,1034,106,1012,-8,22,2.722222222,28.72222222,28.11111111,5.666666667,0.460784314,-0.12745098,0.46084453
3/3/2018,19:07,21:39,152,2876,MNS,AKF,home/away,MNS,AKF,Minnesota State,6,2,0,2,39,2,6,0,6,24,2017-2018 Season,8,63,0.619047619,0.380952381,15,2,6,24,39,AKF,0,1,0,1,37,12,0.324324324,100,1058,112,1051,-12,7,2.702702703,28.59459459,28.40540541,5.72972973,0.443396226,-0.119071902,0.443577005
9/29/2018,19:07,21:27,140,1995,AKF,SFR,home/away,AKF,SFR,Alaska,13,1,0,1,38,1,13,0,13,25,2018-2019 Season,14,63,0.603174603,0.396825397,13,13,1,38,25,AKF,1,0,0,1,1,1,1,13,38,1,25,12,13,13,38,25,14,1.357142857,-0.357142857,0.994117647
10/6/2018,19:05,21:29,144,644,ASU,AKF,home/away,ASU,AKF,Arizona State,3,0,0,0,34,0,3,1,2,23,2018-2019 Season,2,57,0.596491228,0.403508772,11,0,2,23,34,AKF,0,1,0,1,2,1,0.5,13,61,3,59,10,2,6.5,30.5,29.5,8,1.125,-0.625,0.949438202
10/7/2018,15:00,17:20,140,921,ASU,AKF,home/away,ASU,AKF,Arizona State,5,0,0,0,32,0,5,0,5,13,2018-2019 Season,5,45,0.711111111,0.288888889,19,0,5,13,32,AKF,0,1,0,1,3,1,0.333333333,13,74,8,91,5,-17,4.333333333,24.66666667,30.33333333,7,0.738095238,-0.404761905,0.725321888
10/12/2018,19:07,21:34,147,1308,AKF,STC,home/away,STC,AKF,Alaska,2,3,0,3,18,3,2,0,2,29,2018-2019 Season,5,47,0.382978723,0.617021277,-11,2,3,18,29,AKF,0,1,0,1,4,1,0.25,15,92,11,120,4,-28,3.75,23,30,6.5,0.653846154,-0.403846154,0.650289017
10/13/2018,19:07,21:35,148,1646,AKF,STC,home/away,STC,AKF,Alaska,2,6,0,6,22,6,2,0,2,36,2018-2019 Season,8,58,0.379310345,0.620689655,-14,2,6,22,36,AKF,0,1,0,1,5,1,0.2,17,114,17,156,0,-42,3.4,22.8,31.2,6.8,0.5,-0.3,0.5
10/19/2018,19:05,21:33,148,4363,DEN,AKF,home/away,DEN,AKF,Denver,4,1,0,1,43,1,4,1,3,26,2018-2019 Season,4,69,0.623188406,0.376811594,17,1,3,26,43,AKF,0,1,0,1,6,1,0.166666667,18,140,20,199,-2,-59,3,23.33333333,33.16666667,6.333333333,0.447368421,-0.280701754,0.447513812
10/20/2018,19:05,21:41,156,4316,DEN,AKF,home/away,Tie,Tie,Denver,3,3,0,3,28,3,3,0,3,23,2018-2019 Season,6,51,0.549019608,0.450980392,5,3,3,23,28,AKF,0,0,1,1,7,1,0.142857143,21,163,23,227,-2,-64,3,23.28571429,32.42857143,6.285714286,0.454545455,-0.311688312,0.454639175
10/26/2018,19:07,21:22,135,3913,MNS,AKF,home/away,MNS,AKF,Minnesota State,4,0,0,0,26,0,4,0,4,6,2018-2019 Season,4,32,0.8125,0.1875,20,0,4,6,26,AKF,0,1,0,1,8,1,0.125,21,169,27,253,-6,-84,2.625,21.125,31.625,6,0.375,-0.25,0.376923077
10/27/2018,19:07,21:32,145,4136,MNS,AKF,home/away,MNS,AKF,Minnesota State,3,1,0,1,37,1,3,0,3,14,2018-2019 Season,4,51,0.725490196,0.274509804,23,1,3,14,37,AKF,0,1,0,1,9,1,0.111111111,22,183,30,290,-8,-107,2.444444444,20.33333333,32.22222222,5.777777778,0.346153846,-0.235042735,0.349710983
