,Date,Day,startTime,endTime,totalTime,attendance,homeTeam,awayTeam,gameType,homeScore,awayScore,winner,loser,gameLoc_type,location,Team,Arena,Capacity,Sheet Size,Unnamed: 4,0,Attendance%
5686,February 16 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:37:00,150,2765,Lake Superior State,Michigan Tech,WCHA Conference Game,3,1,Home Team,Away Team,home/away game,Lake Superior State,Lake Superior State,Taffy Abel Arena,3373.0,200x85,Map,85,0.8197450340942781
5687,February 16 2019,Saturday,1900-01-01 20:05:00,1900-01-01 22:31:00,146,7884,Boston College,Massachusetts,Hockey East Conference Game,2,4,Away Team,Home Team,home/away game,Boston College,Boston College,Conte Forum (Kelley Rink),7884.0,200x87,Map,87,1.0
5688,February 16 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:20:00,133,6462,Minnesota Duluth,Denver,National Collegiate Hockey Conference Conference Game,0,1,Away Team,Home Team,home/away game,Minnesota Duluth,Minnesota Duluth,AMSOIL Arena,6800.0,200x85,Map,85,0.9502941176470588
5689,February 16 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:25:00,138,3308,Bemidji State,Northern Michigan,WCHA Conference Game,3,0,Home Team,Away Team,home/away game,Bemidji State,Bemidji State,Sanford Center,4373.0,200x85,Map,85,0.7564600960439057
5690,February 16 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:39:00,154,925,Arizona State,American International,Non-Conference Game,5,4,Home Team,Away Team,home/away game,Arizona State,Arizona State,Oceanside Ice Arena,500.0,200x85,Map,85,1.85
5691,February 16 2019,Saturday,1900-01-01 19:10:00,1900-01-01 21:29:00,139,1856,Alaska Anchorage,Ferris State,WCHA Conference Game,1,1,Tie,Tie,home/away game,Alaska Anchorage,Alaska Anchorage,Wells Fargo Sports Complex,,200x85,Map,85,
5692,February 21 2019,Thursday,1900-01-01 19:00:00,1900-01-01 21:26:00,146,4144,Massachusetts,UConn,Hockey East Conference Game,3,0,Home Team,Away Team,home/away game,Massachusetts,Massachusetts,William D. Mullins Center,8373.0,200x95,Map,95,0.49492416099367015
5693,February 22 2019,Friday,1900-01-01 18:33:00,1900-01-01 21:00:00,147,6110,Penn State,Wisconsin,Big Ten Conference Game,8,2,Home Team,Away Team,home/away game,Penn State,Penn State,Pegula Ice Arena,5704.0,200x85,Map,85,1.0711781206171107
5694,February 22 2019,Friday,1900-01-01 18:33:00,1900-01-01 20:55:00,142,5800,Michigan,Ohio State,Big Ten Conference Game,4,2,Home Team,Away Team,home/away game,Michigan,Michigan,Yost Ice Arena,5800.0,200x85,Map,85,1.0
5695,February 22 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:24:00,144,1114,Colgate,Union,ECAC Hockey Conference Game,5,1,Home Team,Away Team,home/away game,Colgate,Colgate,Class of 1965 Arena,2100.0,200x85,Map,85,0.5304761904761904
5696,February 22 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:53:00,168,2986,Cornell,Rensselaer,ECAC Hockey Conference Game,2,3,Away Team,Home Team,home/away game,Cornell,Cornell,Lynah Rink,4300.0,200x85,Map,85,0.6944186046511628
5697,February 22 2019,Friday,1900-01-01 19:02:00,1900-01-01 21:13:00,131,2222,Dartmouth,Yale,ECAC Hockey Conference Game,2,0,Home Team,Away Team,home/away game,Dartmouth,Dartmouth,Thompson Arena,4500.0,200x90,Map,90,0.49377777777777776
5698,February 22 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:20:00,140,2074,Harvard,Brown,ECAC Hockey Conference Game,4,2,Home Team,Away Team,home/away game,Harvard,Harvard,Bright Hockey Center,2776.0,204x87,Map,87,0.7471181556195965
5699,February 22 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:23:00,143,1729,Princeton,Clarkson,ECAC Hockey Conference Game,1,1,Tie,Tie,home/away game,Princeton,Princeton,Hobey Baker Rink,2100.0,200x85,Map,85,0.8233333333333334
5700,February 22 2019,Friday,1900-01-01 19:10:00,1900-01-01 21:30:00,140,3053,Quinnipiac,St. Lawrence,ECAC Hockey Conference Game,7,2,Home Team,Away Team,home/away game,Quinnipiac,Quinnipiac,People's United Center,3286.0,200x85,Map,85,0.9290931223371881
5701,February 22 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:20:00,140,3770,Maine,Boston College,Hockey East Conference Game,2,1,Home Team,Away Team,home/away game,Maine,Maine,Alfond Arena,5641.0,200x85,Map,85,0.6683212196419075
5702,February 22 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:28:00,148,5378,New Hampshire,Northeastern,Hockey East Conference Game,3,6,Away Team,Home Team,home/away game,New Hampshire,New Hampshire,Whittemore Center,6501.0,200x100,Map,100,0.8272573450238425
5703,February 22 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:35:00,150,1918,Bentley,Holy Cross,Atlantic Hockey Conference Game,3,5,Away Team,Home Team,home/away game,Bentley,Bentley,Bentley Arena,2117.0,200x85,Map,85,0.9059990552668871
5704,February 22 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:42:00,157,1338,Mercyhurst,Air Force,Atlantic Hockey Conference Game,3,3,Tie,Tie,home/away game,Mercyhurst,Mercyhurst,Mercyhurst Ice Center,1500.0,200x85,Map,85,0.892
5705,February 22 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:19:00,134,2162,RIT,Robert Morris,Atlantic Hockey Conference Game,5,3,Home Team,Away Team,home/away game,RIT,RIT,Gene Polisseni Center,4300.0,200x85,Map,85,0.5027906976744186
5706,February 22 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,1033,Sacred Heart,Army West Point,Atlantic Hockey Conference Game,5,0,Home Team,Away Team,home/away game,Sacred Heart,Sacred Heart,Webster Bank Arena,8525.0,200x85,Map,85,0.12117302052785923
5707,February 22 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:18:00,133,3540,Vermont,Boston University,Hockey East Conference Game,0,1,Away Team,Home Team,home/away game,Vermont,Vermont,Gutterson Fieldhouse,4003.0,200x90,Map,90,0.8843367474394205
5708,February 22 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:18:00,131,1354,Ferris State,Alabama Huntsville,WCHA Conference Game,0,2,Away Team,Home Team,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,0.5510785510785511
5709,February 22 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:20:00,133,2323,Michigan Tech,Alaska Anchorage,WCHA Conference Game,3,2,Home Team,Away Team,home/away game,Michigan Tech,Michigan Tech,MacInnes Student Ice Arena,4200.0,200x85,Map,85,0.5530952380952381
5710,February 22 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:29:00,142,2725,Northern Michigan,Lake Superior State,WCHA Conference Game,4,2,Home Team,Away Team,home/away game,Northern Michigan,Northern Michigan,Berry Events Center,3800.0,200x100,Map,100,0.7171052631578947
5711,February 22 2019,Friday,1900-01-01 19:15:00,1900-01-01 21:22:00,127,4749,UMass Lowell,Merrimack,Hockey East Conference Game,6,3,Home Team,Away Team,home/away game,UMass Lowell,UMass Lowell,Tsongas Center,6496.0,200x85,Map,85,0.7310652709359606
5712,February 22 2019,Friday,1900-01-01 19:35:00,1900-01-01 22:15:00,160,1731,Canisius,Niagara,Atlantic Hockey Conference Game,2,2,Tie,Tie,home/away game,Canisius,Canisius,Harborcenter,1800.0,200x85,Map,85,0.9616666666666667
5713,February 22 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:16:00,129,5996,Omaha,St. Cloud State,National Collegiate Hockey Conference Conference Game,1,4,Away Team,Home Team,home/away game,Omaha,Omaha,Baxter Arena,7898.0,200x85,Map,85,0.7591795391238289
5714,February 22 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:27:00,140,2998,Bemidji State,Bowling Green,WCHA Conference Game,1,3,Away Team,Home Team,home/away game,Bemidji State,Bemidji State,Sanford Center,4373.0,200x85,Map,85,0.6855705465355592
5715,February 22 2019,Friday,1900-01-01 19:38:00,1900-01-01 22:01:00,143,11605,North Dakota,Minnesota Duluth,National Collegiate Hockey Conference Conference Game,4,1,Home Team,Away Team,home/away game,North Dakota,North Dakota,Ralph Engelstad Arena,11500.0,200x85,Map,85,1.0091304347826087
5716,February 22 2019,Friday,1900-01-01 20:03:00,1900-01-01 22:15:00,132,8330,Minnesota,Notre Dame,Big Ten Conference Game,2,3,Away Team,Home Team,home/away game,Minnesota,Minnesota,3M Arena at Mariucci,10000.0,200x100,Map,100,0.833
5717,February 22 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:34:00,147,6119,Denver,Miami,National Collegiate Hockey Conference Conference Game,1,3,Away Team,Home Team,home/away game,Denver,Denver,Magness Arena,6026.0,200x85,Map,85,1.01543312313309
5718,February 22 2019,Friday,1900-01-01 19:37:00,1900-01-01 22:05:00,148,3250,Colorado College,Western Michigan,National Collegiate Hockey Conference Conference Game,4,5,Away Team,Home Team,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.442598393027373
5719,February 22 2019,Friday,1900-01-01 19:07:00,1900-01-01 21:47:00,160,1946,Alaska,Minnesota State,WCHA Conference Game,1,6,Away Team,Home Team,home/away game,Alaska,Alaska,Carlson Center,4595.0,200x100,Map,100,0.4235038084874864
5720,February 23 2019,Saturday,1900-01-01 17:05:00,1900-01-01 19:32:00,147,3030,Providence,Massachusetts,Hockey East Conference Game,3,2,Home Team,Away Team,home/away game,Providence,Providence,Schneider Arena,3030.0,200x85,Map,85,1.0
5721,February 23 2019,Saturday,1900-01-01 16:35:00,1900-01-01 18:55:00,140,9563,Minnesota,Notre Dame,Big Ten Conference Game,2,1,Home Team,Away Team,home/away game,Minnesota,Minnesota,3M Arena at Mariucci,10000.0,200x100,Map,100,0.9563
5722,February 23 2019,Saturday,1900-01-01 18:02:00,1900-01-01 20:57:00,175,5800,Michigan,Ohio State,Big Ten Conference Game,3,3,Tie,Tie,home/away game,Michigan,Michigan,Yost Ice Arena,5800.0,200x85,Map,85,1.0
5723,February 23 2019,Saturday,1900-01-01 16:37:00,1900-01-01 19:05:00,148,3765,Colorado College,Western Michigan,National Collegiate Hockey Conference Conference Game,8,2,Home Team,Away Team,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.5127332153070951
5724,February 23 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:41:00,154,6151,Penn State,Wisconsin,Big Ten Conference Game,3,7,Away Team,Home Team,home/away game,Penn State,Penn State,Pegula Ice Arena,5704.0,200x85,Map,85,1.0783660589060309
5725,February 23 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:28:00,148,1086,Colgate,Rensselaer,ECAC Hockey Conference Game,2,1,Home Team,Away Team,home/away game,Colgate,Colgate,Class of 1965 Arena,2100.0,200x85,Map,85,0.5171428571428571
5726,February 23 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:31:00,146,3247,Cornell,Union,ECAC Hockey Conference Game,3,1,Home Team,Away Team,home/away game,Cornell,Cornell,Lynah Rink,4300.0,200x85,Map,85,0.7551162790697674
5727,February 23 2019,Saturday,1900-01-01 19:02:00,1900-01-01 21:13:00,131,2049,Dartmouth,Brown,ECAC Hockey Conference Game,0,2,Away Team,Home Team,home/away game,Dartmouth,Dartmouth,Thompson Arena,4500.0,200x90,Map,90,0.4553333333333333
5728,February 23 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:29:00,149,3095,Harvard,Yale,ECAC Hockey Conference Game,3,0,Home Team,Away Team,home/away game,Harvard,Harvard,Bright Hockey Center,2776.0,204x87,Map,87,1.1149135446685878
5729,February 23 2019,Saturday,1900-01-01 19:00:00,1900-01-01 21:29:00,149,1830,Princeton,St. Lawrence,ECAC Hockey Conference Game,5,3,Home Team,Away Team,home/away game,Princeton,Princeton,Hobey Baker Rink,2100.0,200x85,Map,85,0.8714285714285714
5730,February 23 2019,Saturday,1900-01-01 19:10:00,1900-01-01 21:35:00,145,3135,Quinnipiac,Clarkson,ECAC Hockey Conference Game,3,5,Away Team,Home Team,home/away game,Quinnipiac,Quinnipiac,People's United Center,3286.0,200x85,Map,85,0.9540474741326841
5731,February 23 2019,Saturday,1900-01-01 19:15:00,1900-01-01 21:45:00,150,2312,Merrimack,UMass Lowell,Hockey East Conference Game,3,3,Tie,Tie,home/away game,Merrimack,Merrimack,J. Thom Lawler Rink,2549.0,200x85,Map,85,0.9070223617104747
5732,February 23 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:35:00,150,2139,Army West Point,Sacred Heart,Atlantic Hockey Conference Game,3,3,Tie,Tie,home/away game,Army West Point,Army West Point,Tate Rink,2648.0,200x90,Map,90,0.8077794561933535
5733,February 23 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:30:00,145,809,Holy Cross,Bentley,Atlantic Hockey Conference Game,1,1,Tie,Tie,home/away game,Holy Cross,Holy Cross,Hart Recreation Center,1400.0,200x85,Map,85,0.5778571428571428
5734,February 23 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:37:00,152,1222,Mercyhurst,Air Force,Atlantic Hockey Conference Game,2,4,Away Team,Home Team,home/away game,Mercyhurst,Mercyhurst,Mercyhurst Ice Center,1500.0,200x85,Map,85,0.8146666666666667
5735,February 23 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:19:00,134,2705,RIT,Robert Morris,Atlantic Hockey Conference Game,2,2,Tie,Tie,home/away game,RIT,RIT,Gene Polisseni Center,4300.0,200x85,Map,85,0.6290697674418605
5736,February 23 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:29:00,144,1139,Niagara,Canisius,Atlantic Hockey Conference Game,3,3,Tie,Tie,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.5423809523809524
5737,February 23 2019,Saturday,1900-01-01 19:05:00,1900-01-01 21:09:00,124,3532,Vermont,Boston University,Hockey East Conference Game,1,2,Away Team,Home Team,home/away game,Vermont,Vermont,Gutterson Fieldhouse,4003.0,200x90,Map,90,0.8823382463152636
5738,February 23 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:35:00,148,1684,Ferris State,Alabama Huntsville,WCHA Conference Game,5,2,Home Team,Away Team,home/away game,Ferris State,Ferris State,Ewigleben Ice Arena,2457.0,200x85,Map,85,0.6853886853886854
5739,February 23 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:22:00,135,2575,Michigan Tech,Alaska Anchorage,WCHA Conference Game,3,1,Home Team,Away Team,home/away game,Michigan Tech,Michigan Tech,MacInnes Student Ice Arena,4200.0,200x85,Map,85,0.6130952380952381
5740,February 23 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:47:00,160,2571,Northern Michigan,Lake Superior State,WCHA Conference Game,5,3,Home Team,Away Team,home/away game,Northern Michigan,Northern Michigan,Berry Events Center,3800.0,200x100,Map,100,0.6765789473684211
5741,February 23 2019,Saturday,1900-01-01 19:15:00,1900-01-01 21:30:00,135,5616,New Hampshire,Northeastern,Hockey East Conference Game,0,6,Away Team,Home Team,home/away game,New Hampshire,New Hampshire,Whittemore Center,6501.0,200x100,Map,100,0.8638670973696354
5742,February 23 2019,Saturday,1900-01-01 19:30:00,1900-01-01 22:15:00,165,4348,Maine,Boston College,Hockey East Conference Game,2,1,Home Team,Away Team,home/away game,Maine,Maine,Alfond Arena,5641.0,200x85,Map,85,0.7707853217514625
5743,February 23 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:28:00,141,11990,North Dakota,Minnesota Duluth,National Collegiate Hockey Conference Conference Game,2,3,Away Team,Home Team,home/away game,North Dakota,North Dakota,Ralph Engelstad Arena,11500.0,200x85,Map,85,1.0426086956521738
5744,February 23 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:15:00,128,4267,Omaha,St. Cloud State,National Collegiate Hockey Conference Conference Game,0,5,Away Team,Home Team,home/away game,Omaha,Omaha,Baxter Arena,7898.0,200x85,Map,85,0.5402633578121043
5745,February 23 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:57:00,170,3094,Bemidji State,Bowling Green,WCHA Conference Game,2,2,Tie,Tie,home/away game,Bemidji State,Bemidji State,Sanford Center,4373.0,200x85,Map,85,0.7075234392865309
5746,February 23 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:30:00,143,6325,Denver,Miami,National Collegiate Hockey Conference Conference Game,5,2,Home Team,Away Team,home/away game,Denver,Denver,Magness Arena,6026.0,200x85,Map,85,1.049618320610687
5747,February 23 2019,Saturday,1900-01-01 19:07:00,1900-01-01 21:37:00,150,2435,Alaska,Minnesota State,WCHA Conference Game,1,0,Home Team,Away Team,home/away game,Alaska,Alaska,Carlson Center,4595.0,200x100,Map,100,0.529923830250272
5748,February 26 2019,Tuesday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,3132,UConn,Providence,Hockey East Conference Game,2,5,Away Team,Home Team,home/away game,UConn,UConn,XL Center,9000.0,200x85,Map,85,0.348
5749,February 26 2019,Tuesday,1900-01-01 19:07:00,1900-01-01 21:19:00,132,4499,Colorado College,Denver,National Collegiate Hockey Conference Conference Game,0,1,Away Team,Home Team,home/away game,Colorado College,Colorado College,Colorado Springs World Arena,7343.0,200x100,Map,100,0.6126923600708157
5750,February 27 2019,Wednesday,1900-01-01 19:40:00,1900-01-01 21:50:00,130,571,Niagara,RIT,Atlantic Hockey Conference Game,4,2,Home Team,Away Team,home/away game,Niagara,Niagara,Dwyer Arena,2100.0,200x85,Map,85,0.2719047619047619
5751,February 28 2019,Thursday,1900-01-01 19:05:00,1900-01-01 21:34:00,149,2223,Merrimack,Massachusetts,Hockey East Conference Game,2,4,Away Team,Home Team,home/away game,Merrimack,Merrimack,J. Thom Lawler Rink,2549.0,200x85,Map,85,0.8721067085131424
5752,February 28 2019,Thursday,1900-01-01 19:05:00,1900-01-01 21:42:00,157,2183,Providence,Boston University,Hockey East Conference Game,1,1,Tie,Tie,home/away game,Providence,Providence,Schneider Arena,3030.0,200x85,Map,85,0.7204620462046205
5753,February 28 2019,Thursday,1900-01-01 19:05:00,1900-01-01 21:15:00,130,1243,American International,Sacred Heart,Atlantic Hockey Conference Game,2,5,Away Team,Home Team,home/away game,American International,American International,MassMutual Center,6866.0,200x85,Map,85,0.18103699388290126
5754,March 1 2019,Friday,1900-01-01 18:33:00,1900-01-01 20:49:00,136,6270,Ohio State,Michigan State,Big Ten Conference Game,5,1,Home Team,Away Team,home/away game,Ohio State,Ohio State,Value City Arena,17500.0,200x85,Map,85,0.35828571428571426
5755,March 1 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:16:00,136,1004,Brown,Quinnipiac,ECAC Hockey Conference Game,1,4,Away Team,Home Team,home/away game,Brown,Brown,Meehan Auditorium,2495.0,200x85,Map,85,0.40240480961923847
5756,March 1 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:14:00,134,2698,Clarkson,Colgate,ECAC Hockey Conference Game,3,2,Home Team,Away Team,home/away game,Clarkson,Clarkson,Cheel Arena,3000.0,200x85,Map,85,0.8993333333333333
5757,March 1 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:30:00,150,2121,Rensselaer,Harvard,ECAC Hockey Conference Game,1,4,Away Team,Home Team,home/away game,Rensselaer,Rensselaer,Houston Field House,4780.0,200x85,Map,85,0.44372384937238496
5758,March 1 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:16:00,136,1150,St. Lawrence,Cornell,ECAC Hockey Conference Game,2,4,Away Team,Home Team,home/away game,St. Lawrence,St. Lawrence,Appleton Arena,3000.0,200x85,Map,85,0.38333333333333336
5759,March 1 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:33:00,153,1892,Union,Dartmouth,ECAC Hockey Conference Game,4,3,Home Team,Away Team,home/away game,Union,Union,Achilles Center,2504.0,200x85,Map,85,0.755591054313099
5760,March 1 2019,Friday,1900-01-01 19:00:00,1900-01-01 21:13:00,133,3225,Yale,Princeton,ECAC Hockey Conference Game,2,3,Away Team,Home Team,home/away game,Yale,Yale,Ingalls Rink,3500.0,200x85,Map,85,0.9214285714285714
5761,March 1 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:20:00,135,5147,Boston College,Northeastern,Hockey East Conference Game,3,1,Home Team,Away Team,home/away game,Boston College,Boston College,Conte Forum (Kelley Rink),7884.0,200x87,Map,87,0.6528411973617453
5762,March 1 2019,Friday,1900-01-01 19:05:00,1900-01-01 21:28:00,143,3837,UConn,Vermont,Hockey East Conference Game,5,1,Home Team,Away Team,home/away game,UConn,UConn,XL Center,9000.0,200x85,Map,85,0.42633333333333334
