,Date,homeTeam,awayTeam,gameType,winner,loser,homeadjustedgoalsallowed,homeshotsonGoal,awayadjustedgoalsallowed,awayshotsonGoal,0,hockeySeason,GF,GA,SOG,SOGA,Team,Wins,Losses,Ties,Total,Season Game,Season Wins,Winning %,Season GF,Season SOG,Season GA,Season SOGA,Season GD,Season SOGD,Goals Per Game (mean),SOG per Game (mean),SOGA per Game (mean),Total Goals Per Game (mean),Expected Winning %,Error,Expected Winning GF/GA
6190,2019-11-08,AKF,ASU,home/away,AKF,ASU,3,29,4,30,100.0,2019-2020 Season,4,3,29,30,AKF,1,0,0,1,5,2,0.4,9,152,13,155,-4,-3,1.8,30.4,31.0,4.4,0.3181818181818182,0.08181818181818185,0.324
6215,2019-11-09,AKF,ASU,home/away,ASU,AKF,3,20,0,17,100.0,2019-2020 Season,0,3,20,17,AKF,0,1,0,1,6,2,0.3333333333333333,9,172,16,172,-7,0,1.5,28.666666666666668,28.666666666666668,4.166666666666667,0.21999999999999997,0.11333333333333334,0.2403560830860534
6297,2019-11-22,AKF,FSU,home/away,FSU,AKF,3,37,2,12,100.0,2019-2020 Season,2,3,37,12,AKF,0,1,0,1,7,2,0.2857142857142857,11,209,19,184,-8,25,1.5714285714285714,29.857142857142858,26.285714285714285,4.285714285714286,0.23333333333333334,0.05238095238095236,0.25103734439834025
6322,2019-11-23,AKF,FSU,home/away,AKF,FSU,1,23,2,18,100.0,2019-2020 Season,2,1,23,18,AKF,1,0,0,1,8,3,0.375,13,232,20,202,-7,30,1.625,29.0,25.25,4.125,0.28787878787878785,0.08712121212121215,0.29701230228471004
6347,2019-11-29,AKF,MTU,home/away,AKF,MTU,3,28,4,18,100.0,2019-2020 Season,4,3,28,18,AKF,1,0,0,1,9,4,0.4444444444444444,17,260,23,220,-6,40,1.8888888888888888,28.88888888888889,24.444444444444443,4.444444444444445,0.35,0.09444444444444444,0.3533007334963325
6370,2019-11-30,AKF,MTU,home/away,MTU,AKF,2,17,1,22,100.0,2019-2020 Season,1,2,17,22,AKF,0,1,0,1,10,4,0.4,18,277,25,242,-7,35,1.8,27.7,24.2,4.3,0.3372093023255814,0.06279069767441864,0.34141201264488935
6568,2020-01-10,AKF,LSS,home/away,AKF,LSS,0,28,1,27,100.0,2019-2020 Season,1,0,28,27,AKF,1,0,0,1,11,5,0.45454545454545453,19,305,25,269,-6,36,1.7272727272727273,27.727272727272727,24.454545454545453,4.0,0.36363636363636365,0.09090909090909088,0.3661257606490872
6596,2020-01-11,AKF,LSS,home/away,Tie,Tie,1,26,1,30,100.0,2019-2020 Season,1,1,26,30,AKF,0,0,1,1,12,5,0.4166666666666667,20,331,26,299,-6,32,1.6666666666666667,27.583333333333332,24.916666666666668,3.8333333333333335,0.3695652173913043,0.04710144927536236,0.37174721189591076
6675,2020-01-24,AKF,NMU,home/away,Tie,Tie,4,29,4,31,100.0,2019-2020 Season,4,4,29,31,AKF,0,0,1,1,13,5,0.38461538461538464,24,360,30,330,-6,30,1.8461538461538463,27.692307692307693,25.384615384615383,4.153846153846154,0.3888888888888889,-0.004273504273504258,0.3902439024390244
148,2014-10-24,WMU,AKF,home/away,AKF,WMU,1,34,0,32,85.0,2014-2015 Season,1,0,32,34,AKF,1,0,0,1,20,14,0.7,49,695,30,466,19,229,2.45,34.75,23.3,3.95,0.740506329113924,-0.040506329113924044,0.7273553468645865
175,2014-10-25,WMU,AKF,home/away,WMU,AKF,2,37,3,32,85.0,2014-2015 Season,2,3,32,37,AKF,0,1,0,1,21,14,0.6666666666666666,51,727,33,503,18,224,2.4285714285714284,34.61904761904762,23.952380952380953,4.0,0.7142857142857143,-0.04761904761904767,0.7048780487804878
208,2014-10-31,BMJ,AKF,home/away,BMJ,AKF,1,24,6,27,85.0,2014-2015 Season,1,6,27,24,AKF,0,1,0,1,22,14,0.6363636363636364,52,754,39,527,13,227,2.3636363636363638,34.27272727272727,23.954545454545453,4.136363636363637,0.6428571428571428,-0.00649350649350644,0.64
232,2014-11-01,BMJ,AKF,home/away,BMJ,AKF,3,23,4,33,85.0,2014-2015 Season,3,4,33,23,AKF,0,1,0,1,23,14,0.6086956521739131,55,787,43,550,12,237,2.391304347826087,34.21739130434783,23.91304347826087,4.260869565217392,0.6224489795918368,-0.013753327417923678,0.6206401313089864
365,2014-11-21,LSS,AKF,home/away,AKF,LSS,7,23,5,36,85.0,2014-2015 Season,7,5,36,23,AKF,1,0,0,1,24,15,0.625,62,823,48,573,14,250,2.5833333333333335,34.291666666666664,23.875,4.583333333333333,0.6272727272727272,-0.002272727272727204,0.6252439817826936
387,2014-11-22,LSS,AKF,home/away,LSS,AKF,2,25,3,29,85.0,2014-2015 Season,2,3,29,25,AKF,0,1,0,1,25,15,0.6,64,852,51,598,13,254,2.56,34.08,23.92,4.6,0.6130434782608696,-0.013043478260869601,0.6116171420038823
462,2014-12-05,MNS,AKF,home/away,AKF,MNS,5,42,4,26,90.0,2014-2015 Season,5,4,26,42,AKF,1,0,0,1,26,16,0.6153846153846154,69,878,55,640,14,238,2.6538461538461537,33.76923076923077,24.615384615384617,4.769230769230769,0.6129032258064516,0.002481389578163795,0.6114821474441305
486,2014-12-06,MNS,AKF,home/away,MNS,AKF,2,25,5,14,90.0,2014-2015 Season,2,5,14,25,AKF,0,1,0,1,27,16,0.5925925925925926,71,892,60,665,11,227,2.6296296296296298,33.03703703703704,24.62962962962963,4.851851851851852,0.583969465648855,0.008623126943737569,0.5833815530609883
619,2015-01-09,BGS,AKF,home/away,BGS,AKF,0,34,3,18,85.0,2014-2015 Season,0,3,18,34,AKF,0,1,0,1,28,16,0.5714285714285714,71,910,63,699,8,211,2.5357142857142856,32.5,24.964285714285715,4.785714285714286,0.5597014925373134,0.011727078891258014,0.5594894561598224
644,2015-01-10,BGS,AKF,home/away,Tie,Tie,4,36,4,30,85.0,2014-2015 Season,4,4,30,36,AKF,0,0,1,1,29,16,0.5517241379310345,75,940,67,735,8,205,2.586206896551724,32.41379310344828,25.344827586206897,4.896551724137931,0.5563380281690141,-0.004613890237979645,0.5561597785248171
731,2015-01-23,MTU,AKF,home/away,MTU,AKF,3,31,4,28,85.0,2014-2015 Season,3,4,28,31,AKF,0,1,0,1,30,16,0.5333333333333333,78,968,71,766,7,202,2.6,32.266666666666666,25.533333333333335,4.966666666666667,0.5469798657718121,-0.013646532438478798,0.546876404494382
759,2015-01-24,MTU,AKF,home/away,MTU,AKF,2,30,3,27,85.0,2014-2015 Season,2,3,27,30,AKF,0,1,0,1,31,16,0.5161290322580645,80,995,74,796,6,199,2.5806451612903225,32.096774193548384,25.677419354838708,4.967741935483871,0.538961038961039,-0.022832006702974472,0.5389019872010778
1002,2015-02-27,ALH,AKF,home/away,AKF,ALH,4,15,2,41,85.0,2014-2015 Season,4,2,41,15,AKF,1,0,0,1,32,17,0.53125,84,1036,76,811,8,225,2.625,32.375,25.34375,5.0,0.55,-0.018750000000000044,0.5498753117206983
1032,2015-02-28,ALH,AKF,home/away,AKF,ALH,4,19,3,41,85.0,2014-2015 Season,4,3,41,19,AKF,1,0,0,1,33,18,0.5454545454545454,88,1077,79,830,9,247,2.6666666666666665,32.63636363636363,25.151515151515152,5.0606060606060606,0.5538922155688623,-0.008437670114316842,0.5537361458705756
1058,2015-03-06,AKA,AKF,home/away,AKF,AKA,1,22,0,24,85.0,2014-2015 Season,1,0,24,22,AKF,1,0,0,1,34,19,0.5588235294117647,89,1101,79,852,10,249,2.6176470588235294,32.38235294117647,25.058823529411764,4.9411764705882355,0.5595238095238095,-0.0007002801120448154,0.5593136562632397
1081,2015-03-07,AKA,AKF,home/away,AKF,AKA,3,16,2,43,85.0,2014-2015 Season,3,2,43,16,AKF,1,0,0,1,35,20,0.5714285714285714,92,1144,81,868,11,276,2.6285714285714286,32.68571428571428,24.8,4.942857142857143,0.5635838150289018,0.007844756399669639,0.5633277870216307
1386,2015-10-30,MNS,AKF,home/away,MNS,AKF,2,45,5,15,90.0,2015-2016 Season,2,5,15,45,AKF,0,1,0,1,20,7,0.35,43,574,53,577,-10,-3,2.15,28.7,28.85,4.8,0.3958333333333333,-0.04583333333333334,0.396951481322456
1413,2015-10-31,MNS,AKF,home/away,MNS,AKF,1,39,2,24,90.0,2015-2016 Season,1,2,24,39,AKF,0,1,0,1,21,7,0.3333333333333333,44,598,55,616,-11,-18,2.0952380952380953,28.476190476190474,29.333333333333332,4.714285714285714,0.3888888888888889,-0.05555555555555558,0.3902439024390244
1498,2015-11-13,BMJ,AKF,home/away,AKF,BMJ,4,34,3,19,85.0,2015-2016 Season,4,3,19,34,AKF,1,0,0,1,22,8,0.36363636363636365,48,617,58,650,-10,-33,2.1818181818181817,28.045454545454547,29.545454545454547,4.818181818181818,0.4056603773584906,-0.04202401372212694,0.40649258997882853
1518,2015-11-14,BMJ,AKF,home/away,BMJ,AKF,3,30,6,23,85.0,2015-2016 Season,3,6,23,30,AKF,0,1,0,1,23,8,0.34782608695652173,51,640,64,680,-13,-40,2.217391304347826,27.82608695652174,29.565217391304348,5.0,0.3869565217391304,-0.03913043478260869,0.38838285799611766
1535,2015-11-20,FSU,AKF,home/away,Tie,Tie,2,38,2,38,85.0,2015-2016 Season,2,2,38,38,AKF,0,0,1,1,24,8,0.3333333333333333,53,678,66,718,-13,-40,2.2083333333333335,28.25,29.916666666666668,4.958333333333333,0.3907563025210084,-0.05742296918767509,0.3920446615491975
1561,2015-11-21,FSU,AKF,home/away,Tie,Tie,3,42,3,37,85.0,2015-2016 Season,3,3,37,42,AKF,0,0,1,1,25,8,0.32,56,715,69,760,-13,-45,2.24,28.6,30.4,5.0,0.396,-0.07600000000000001,0.3971128276560719
1703,2015-12-11,AKA,AKF,home/away,AKF,AKA,2,26,1,27,85.0,2015-2016 Season,2,1,27,26,AKF,1,0,0,1,26,9,0.34615384615384615,58,742,70,786,-12,-44,2.230769230769231,28.53846153846154,30.23076923076923,4.923076923076923,0.40625,-0.060096153846153855,0.4070667957405615
1721,2015-12-12,AKA,AKF,home/away,Tie,Tie,1,33,1,26,85.0,2015-2016 Season,1,1,26,33,AKF,0,0,1,1,27,9,0.3333333333333333,59,768,71,819,-12,-51,2.185185185185185,28.444444444444443,30.333333333333332,4.814814814814815,0.4076923076923077,-0.07435897435897437,0.40847218962684817
1818,2016-01-08,ALH,AKF,home/away,AKF,ALH,6,31,3,29,85.0,2015-2016 Season,6,3,29,31,AKF,1,0,0,1,28,10,0.35714285714285715,65,797,74,850,-9,-53,2.3214285714285716,28.464285714285715,30.357142857142858,4.964285714285714,0.4352517985611511,-0.07810894141829394,0.43552211112256467
1843,2016-01-09,ALH,AKF,home/away,ALH,AKF,1,27,3,29,85.0,2015-2016 Season,1,3,29,27,AKF,0,1,0,1,29,10,0.3448275862068966,66,826,77,877,-11,-51,2.2758620689655173,28.482758620689655,30.24137931034483,4.931034482758621,0.4230769230769231,-0.0782493368700265,0.4235294117647059
1869,2016-01-15,NMU,AKF,home/away,AKF,NMU,3,27,2,29,100.0,2015-2016 Season,3,2,29,27,AKF,1,0,0,1,30,11,0.36666666666666664,69,855,79,904,-10,-49,2.3,28.5,30.133333333333333,4.933333333333334,0.43243243243243246,-0.06576576576576582,0.4327395019087439
1897,2016-01-16,NMU,AKF,home/away,NMU,AKF,3,36,4,38,100.0,2015-2016 Season,3,4,38,36,AKF,0,1,0,1,31,11,0.3548387096774194,72,893,83,940,-11,-47,2.3225806451612905,28.806451612903224,30.322580645161292,5.0,0.4290322580645161,-0.07419354838709674,0.4293878903338027
1983,2016-01-29,WIS,AKF,home/away,WIS,AKF,3,28,4,23,97.0,2015-2016 Season,3,4,23,28,AKF,0,1,0,1,32,11,0.34375,75,916,87,968,-12,-52,2.34375,28.625,30.25,5.0625,0.42592592592592593,-0.08217592592592593,0.42633015006821284
2007,2016-01-30,WIS,AKF,home/away,WIS,AKF,2,34,5,32,97.0,2015-2016 Season,2,5,32,34,AKF,0,1,0,1,33,11,0.3333333333333333,77,948,92,1002,-15,-54,2.3333333333333335,28.727272727272727,30.363636363636363,5.121212121212121,0.41124260355029585,-0.07790927021696253,0.41193635795178213
2196,2016-02-26,MTU,AKF,home/away,MTU,AKF,5,45,6,30,85.0,2015-2016 Season,5,6,30,45,AKF,0,1,0,1,34,11,0.3235294117647059,82,978,98,1047,-16,-69,2.411764705882353,28.764705882352942,30.794117647058822,5.294117647058823,0.4111111111111111,-0.0875816993464052,0.4118079372856443
2229,2016-02-27,MTU,AKF,home/away,MTU,AKF,2,51,3,19,85.0,2015-2016 Season,2,3,19,51,AKF,0,1,0,1,35,11,0.3142857142857143,84,997,101,1098,-17,-101,2.4,28.485714285714284,31.37142857142857,5.285714285714286,0.4081081081081081,-0.09382239382239382,0.4088775569334183
2299,2016-03-11,MTU,AKF,home/away,MTU,AKF,1,42,7,21,85.0,2015-2016 Season,1,7,21,42,AKF,0,1,0,1,36,11,0.3055555555555556,85,1018,108,1140,-23,-122,2.361111111111111,28.27777777777778,31.666666666666668,5.361111111111111,0.38082901554404147,-0.07527345998848589,0.3824977500132352
2324,2016-03-12,MTU,AKF,home/away,MTU,AKF,3,40,4,24,85.0,2015-2016 Season,3,4,24,40,AKF,0,1,0,1,37,11,0.2972972972972973,88,1042,112,1180,-24,-138,2.3783783783783785,28.16216216216216,31.89189189189189,5.405405405405405,0.38,-0.08270270270270269,0.38170347003154576
2465,2016-10-08,AKA,AKF,home/away,AKF,AKA,4,20,1,27,85.0,2016-2017 Season,4,1,27,20,AKF,1,0,0,1,19,7,0.3684210526315789,44,492,55,537,-11,-45,2.3157894736842106,25.894736842105264,28.263157894736842,5.2105263157894735,0.3888888888888889,-0.020467836257309968,0.3902439024390244
2585,2016-10-28,LSS,AKF,home/away,LSS,AKF,2,27,3,21,85.0,2016-2017 Season,2,3,21,27,AKF,0,1,0,1,20,7,0.35,46,513,58,564,-12,-51,2.3,25.65,28.2,5.2,0.3846153846153846,-0.0346153846153846,0.3861313868613139
2606,2016-10-29,LSS,AKF,home/away,AKF,LSS,4,41,3,26,85.0,2016-2017 Season,4,3,26,41,AKF,1,0,0,1,21,8,0.38095238095238093,50,539,61,605,-11,-66,2.380952380952381,25.666666666666668,28.80952380952381,5.285714285714286,0.4009009009009009,-0.019948519948519983,0.4018646519852114
2696,2016-11-11,ALH,AKF,home/away,Tie,Tie,3,23,3,34,85.0,2016-2017 Season,3,3,34,23,AKF,0,0,1,1,22,8,0.36363636363636365,53,573,64,628,-11,-55,2.409090909090909,26.045454545454547,28.545454545454547,5.318181818181818,0.405982905982906,-0.04234654234654234,0.4068066618392469
2723,2016-11-12,ALH,AKF,home/away,AKF,ALH,2,27,1,26,85.0,2016-2017 Season,2,1,26,27,AKF,1,0,0,1,23,9,0.391304347826087,55,599,65,655,-10,-56,2.391304347826087,26.043478260869566,28.47826086956522,5.217391304347826,0.4166666666666667,-0.025362318840579712,0.41724137931034483
2848,2016-12-02,MNS,AKF,home/away,MNS,AKF,3,41,7,26,90.0,2016-2017 Season,3,7,26,41,AKF,0,1,0,1,24,9,0.375,58,625,72,696,-14,-71,2.4166666666666665,26.041666666666668,29.0,5.416666666666667,0.3923076923076923,-0.0173076923076923,0.39354234908750585
2873,2016-12-03,MNS,AKF,home/away,Tie,Tie,5,53,5,24,90.0,2016-2017 Season,5,5,24,53,AKF,0,0,1,1,25,9,0.36,63,649,77,749,-14,-100,2.52,25.96,29.96,5.6,0.4,-0.040000000000000036,0.400990099009901
2980,2016-12-31,NDM,AKF,home/away,NDM,AKF,0,38,5,34,95.0,2016-2017 Season,0,5,34,38,AKF,0,1,0,1,26,9,0.34615384615384615,63,683,82,787,-19,-104,2.423076923076923,26.26923076923077,30.26923076923077,5.576923076923077,0.36896551724137927,-0.022811671087533125,0.3711774057794819
2991,2017-01-01,NDM,AKF,home/away,NDM,AKF,0,36,4,21,95.0,2016-2017 Season,0,4,21,36,AKF,0,1,0,1,27,9,0.3333333333333333,63,704,86,823,-23,-119,2.3333333333333335,26.074074074074073,30.48148148148148,5.518518518518518,0.34563758389261745,-0.012304250559284136,0.34923009238891334
3062,2017-01-13,FSU,AKF,home/away,Tie,Tie,3,39,3,50,85.0,2016-2017 Season,3,3,50,39,AKF,0,0,1,1,28,9,0.32142857142857145,66,754,89,862,-23,-108,2.357142857142857,26.928571428571427,30.785714285714285,5.535714285714286,0.35161290322580646,-0.03018433179723501,0.35480980695609676
3091,2017-01-14,FSU,AKF,home/away,AKF,FSU,2,46,1,28,85.0,2016-2017 Season,2,1,28,46,AKF,1,0,0,1,29,10,0.3448275862068966,68,782,90,908,-22,-126,2.3448275862068964,26.96551724137931,31.310344827586206,5.448275862068965,0.3607594936708861,-0.015931907463989536,0.3634077334171644
3117,2017-01-20,BGS,AKF,home/away,AKF,BGS,3,30,2,24,85.0,2016-2017 Season,3,2,24,30,AKF,1,0,0,1,30,11,0.36666666666666664,71,806,92,938,-21,-132,2.3666666666666667,26.866666666666667,31.266666666666666,5.433333333333334,0.3711656441717791,-0.004498977505112467,0.3732691595705294
3146,2017-01-21,BGS,AKF,home/away,BGS,AKF,1,31,2,20,85.0,2016-2017 Season,1,2,20,31,AKF,0,1,0,1,31,11,0.3548387096774194,72,826,94,969,-22,-143,2.3225806451612905,26.64516129032258,31.258064516129032,5.354838709677419,0.3674698795180723,-0.012631169840652934,0.36975748930099855
3281,2017-02-10,NMU,AKF,home/away,NMU,AKF,0,29,3,39,100.0,2016-2017 Season,0,3,39,29,AKF,0,1,0,1,32,11,0.34375,72,865,97,998,-25,-133,2.25,27.03125,31.1875,5.28125,0.3520710059171598,-0.008321005917159785,0.35523881312958266
3309,2017-02-11,NMU,AKF,home/away,NMU,AKF,0,24,2,48,100.0,2016-2017 Season,0,2,48,24,AKF,0,1,0,1,33,11,0.3333333333333333,72,913,99,1022,-27,-109,2.1818181818181817,27.666666666666668,30.96969696969697,5.181818181818182,0.34210526315789475,-0.00877192982456143,0.34594594594594597
3403,2017-02-24,AKA,AKF,home/away,AKF,AKA,4,20,3,24,85.0,2016-2017 Season,4,3,24,20,AKF,1,0,0,1,34,12,0.35294117647058826,76,937,102,1042,-26,-105,2.235294117647059,27.558823529411764,30.647058823529413,5.235294117647059,0.3539325842696629,-0.0009914077990746395,0.3569839307787392
3431,2017-02-25,AKA,AKF,home/away,AKF,AKA,1,19,1,34,85.0,2016-2017 Season,1,1,34,19,AKF,1,0,0,1,35,13,0.37142857142857144,77,971,103,1061,-26,-90,2.2,27.742857142857144,30.314285714285713,5.142857142857143,0.35555555555555557,0.015873015873015872,0.35850767928407307
3451,2017-03-03,MNS,AKF,home/away,MNS,AKF,0,33,3,23,90.0,2016-2017 Season,0,3,23,33,AKF,0,1,0,1,36,13,0.3611111111111111,77,994,106,1094,-29,-100,2.138888888888889,27.61111111111111,30.38888888888889,5.083333333333333,0.34153005464480873,0.01958105646630237,0.3454121759394116
3474,2017-03-04,MNS,AKF,home/away,MNS,AKF,1,37,3,30,90.0,2016-2017 Season,1,3,30,37,AKF,0,1,0,1,37,13,0.35135135135135137,78,1024,109,1131,-31,-107,2.108108108108108,27.675675675675677,30.56756756756757,5.054054054054054,0.3342245989304813,0.017126752420870084,0.3386585026440301
3668,2017-10-13,STC,AKF,home/away,STC,AKF,3,42,5,25,100.0,2017-2018 Season,3,5,25,42,AKF,0,1,0,1,19,8,0.42105263157894735,53,610,53,520,0,90,2.789473684210526,32.10526315789474,27.36842105263158,5.578947368421052,0.5,-0.07894736842105265,0.5
3690,2017-10-14,STC,AKF,home/away,STC,AKF,4,34,5,26,100.0,2017-2018 Season,4,5,26,34,AKF,0,1,0,1,20,8,0.4,57,636,58,554,-1,82,2.85,31.8,27.7,5.75,0.49130434782608695,-0.09130434782608693,0.49130500529260546
3727,2017-10-20,AKA,AKF,home/away,AKF,AKA,6,24,2,24,85.0,2017-2018 Season,6,2,24,24,AKF,1,0,0,1,21,9,0.42857142857142855,63,660,60,578,3,82,3.0,31.428571428571427,27.523809523809526,5.857142857142857,0.524390243902439,-0.0958188153310105,0.5243757431629013
3775,2017-10-27,BGS,AKF,home/away,BGS,AKF,1,27,2,26,85.0,2017-2018 Season,1,2,26,27,AKF,0,1,0,1,22,9,0.4090909090909091,64,686,62,605,2,81,2.909090909090909,31.181818181818183,27.5,5.7272727272727275,0.5158730158730158,-0.1067821067821067,0.5158690176322418
3796,2017-10-28,BGS,AKF,home/away,Tie,Tie,2,36,2,30,85.0,2017-2018 Season,2,2,30,36,AKF,0,0,1,1,23,9,0.391304347826087,66,716,64,641,2,75,2.869565217391304,31.130434782608695,27.869565217391305,5.6521739130434785,0.5153846153846153,-0.12408026755852836,0.5153809749171794
3883,2017-11-10,FSU,AKF,home/away,FSU,AKF,1,36,2,23,85.0,2017-2018 Season,1,2,23,36,AKF,0,1,0,1,24,9,0.375,67,739,66,677,1,62,2.7916666666666665,30.791666666666668,28.208333333333332,5.541666666666667,0.5075187969924813,-0.13251879699248126,0.5075183719615602
3911,2017-11-11,FSU,AKF,home/away,FSU,AKF,3,32,4,34,85.0,2017-2018 Season,3,4,34,32,AKF,0,1,0,1,25,9,0.36,70,773,70,709,0,64,2.8,30.92,28.36,5.6,0.5,-0.14,0.5
4039,2017-12-01,LSS,AKF,home/away,AKF,LSS,5,26,3,23,85.0,2017-2018 Season,5,3,23,26,AKF,1,0,0,1,26,10,0.38461538461538464,75,796,73,735,2,61,2.8846153846153846,30.615384615384617,28.26923076923077,5.6923076923076925,0.5135135135135135,-0.12889812889812885,0.5135110461931714
4066,2017-12-02,LSS,AKF,home/away,LSS,AKF,1,31,3,20,85.0,2017-2018 Season,1,3,20,31,AKF,0,1,0,1,27,10,0.37037037037037035,76,816,76,766,0,50,2.814814814814815,30.22222222222222,28.37037037037037,5.62962962962963,0.5,-0.12962962962962965,0.5
4098,2017-12-08,AKA,AKF,home/away,AKF,AKA,7,24,2,29,85.0,2017-2018 Season,7,2,29,24,AKF,1,0,0,1,28,11,0.39285714285714285,83,845,78,790,5,55,2.9642857142857144,30.178571428571427,28.214285714285715,5.75,0.531055900621118,-0.1381987577639751,0.5310259770292145
4123,2017-12-09,AKA,AKF,home/away,AKF,AKA,3,21,2,32,85.0,2017-2018 Season,3,2,32,21,AKF,1,0,0,1,29,12,0.41379310344827586,86,877,80,811,6,66,2.9655172413793105,30.24137931034483,27.96551724137931,5.724137931034483,0.536144578313253,-0.12235147486497716,0.5360974195418962
4315,2018-01-19,MTU,AKF,home/away,MTU,AKF,2,42,5,31,85.0,2017-2018 Season,2,5,31,42,AKF,0,1,0,1,30,12,0.4,88,908,85,853,3,55,2.933333333333333,30.266666666666666,28.433333333333334,5.766666666666667,0.5173410404624278,-0.11734104046242777,0.5173358273765782
4339,2018-01-20,MTU,AKF,home/away,MTU,AKF,3,24,4,21,85.0,2017-2018 Season,3,4,21,24,AKF,0,1,0,1,31,12,0.3870967741935484,91,929,89,877,2,52,2.935483870967742,29.967741935483872,28.29032258064516,5.806451612903226,0.5111111111111111,-0.1240143369175627,0.5111097395383286
4478,2018-02-09,NMU,AKF,home/away,NMU,AKF,1,24,2,18,100.0,2017-2018 Season,1,2,18,24,AKF,0,1,0,1,32,12,0.375,92,947,91,901,1,46,2.875,29.59375,28.15625,5.71875,0.505464480874317,-0.13046448087431695,0.5054643177067781
4503,2018-02-10,NMU,AKF,home/away,NMU,AKF,1,20,3,20,100.0,2017-2018 Season,1,3,20,20,AKF,0,1,0,1,33,12,0.36363636363636365,93,967,94,921,-1,46,2.8181818181818183,29.303030303030305,27.90909090909091,5.666666666666667,0.4946524064171123,-0.13101604278074863,0.4946525593365742
4515,2018-02-15,BMJ,AKF,home/away,Tie,Tie,2,25,2,21,85.0,2017-2018 Season,2,2,21,25,AKF,0,0,1,1,34,12,0.35294117647058826,95,988,96,946,-1,42,2.7941176470588234,29.058823529411764,27.823529411764707,5.617647058823529,0.49476439790575916,-0.1418232214351709,0.49476454141768544
4535,2018-02-16,BMJ,AKF,home/away,BMJ,AKF,1,27,2,25,85.0,2017-2018 Season,1,2,25,27,AKF,0,1,0,1,35,12,0.34285714285714286,96,1013,98,973,-2,40,2.742857142857143,28.942857142857143,27.8,5.542857142857143,0.4896907216494845,-0.14683357879234166,0.48969181721572796
4642,2018-03-02,MNS,AKF,home/away,MNS,AKF,2,39,8,21,90.0,2017-2018 Season,2,8,21,39,AKF,0,1,0,1,36,12,0.3333333333333333,98,1034,106,1012,-8,22,2.7222222222222223,28.72222222222222,28.11111111111111,5.666666666666667,0.4607843137254902,-0.1274509803921569,0.46084452975047985
4664,2018-03-03,MNS,AKF,home/away,MNS,AKF,2,39,6,24,90.0,2017-2018 Season,2,6,24,39,AKF,0,1,0,1,37,12,0.32432432432432434,100,1058,112,1051,-12,7,2.7027027027027026,28.594594594594593,28.405405405405407,5.72972972972973,0.44339622641509435,-0.11907190209077001,0.44357700496806246
4773,2018-10-06,ASU,AKF,home/away,ASU,AKF,0,34,2,23,85.0,2018-2019 Season,0,2,23,34,AKF,0,1,0,1,18,7,0.3888888888888889,42,500,46,521,-4,-21,2.3333333333333335,27.77777777777778,28.944444444444443,4.888888888888889,0.45454545454545453,-0.06565656565656564,0.45463917525773195
4785,2018-10-07,ASU,AKF,home/away,ASU,AKF,0,32,5,13,85.0,2018-2019 Season,0,5,13,32,AKF,0,1,0,1,19,7,0.3684210526315789,42,513,51,553,-9,-40,2.210526315789474,27.0,29.105263157894736,4.894736842105263,0.4032258064516129,-0.03480475382003395,0.4041237113402062
4869,2018-10-19,DEN,AKF,home/away,DEN,AKF,1,43,3,26,85.0,2018-2019 Season,1,3,26,43,AKF,0,1,0,1,20,7,0.35,43,539,54,596,-11,-57,2.15,26.95,29.8,4.85,0.3865979381443299,-0.03659793814432993,0.38803777544596013
4893,2018-10-20,DEN,AKF,home/away,Tie,Tie,3,28,3,23,85.0,2018-2019 Season,3,3,23,28,AKF,0,0,1,1,21,7,0.3333333333333333,46,562,57,624,-11,-62,2.1904761904761907,26.761904761904763,29.714285714285715,4.904761904761905,0.3932038834951456,-0.05987055016181231,0.394408201304753
4918,2018-10-26,MNS,AKF,home/away,MNS,AKF,0,26,4,6,90.0,2018-2019 Season,0,4,6,26,AKF,0,1,0,1,22,7,0.3181818181818182,46,568,61,650,-15,-82,2.090909090909091,25.818181818181817,29.545454545454547,4.863636363636363,0.3598130841121495,-0.04163126593033134,0.36251499057735137
4941,2018-10-27,MNS,AKF,home/away,MNS,AKF,1,37,3,14,90.0,2018-2019 Season,1,3,14,37,AKF,0,1,0,1,23,7,0.30434782608695654,47,582,64,687,-17,-105,2.0434782608695654,25.304347826086957,29.869565217391305,4.826086956521739,0.34684684684684686,-0.042499020759890316,0.3503568596352101
5017,2018-11-09,LSS,AKF,home/away,Tie,Tie,3,27,3,20,85.0,2018-2019 Season,3,3,20,27,AKF,0,0,1,1,24,7,0.2916666666666667,50,602,67,714,-17,-112,2.0833333333333335,25.083333333333332,29.75,4.875,0.35470085470085466,-0.06303418803418798,0.35770496494491344
